Instance_ID,Simulation_Seed,Retry_Round,Triplet_Attempt,Protocol,Nodes,Speed_kmh,Flows,Packet_Rate_pps,Mobility_Seed,Packet_Size_Bytes,Base_Traffic_Start_s,Base_Traffic_Stop_s,Flow_Start_Stagger_s,Latest_Flow_Start_s,Latest_Flow_Stop_s,Per_Flow_Traffic_Duration_s,Aggregate_Traffic_Window_s,Sent_Packets,Received_Packets,Lost_Packets,PDR_Percent,Packet_Loss_Percent,Avg_End_to_End_Delay_ms,Avg_Jitter_ms,Throughput_kbps,Routing_Packets_Tx,Routing_Packets_Originated,Routing_Packets_Forwarded,Normalized_Routing_Load,RTR_CBR_Drop_Events,First_CBR_Send_s,Last_CBR_Send_s,First_CBR_Receive_s,Last_CBR_Receive_s,QoS_Validation
INST_0130,100130,1,1,AOMDV,50,30,20,4,5,512,20.0,290.0,0.037,20.703,290.703,270.0,270.703,21600,12386,9214,57.342593,42.657407,1012.412568,192.038731,187.412241,35892,34760,1132,2.897788,7775,20.0,290.453,20.057569293,291.853572014,PASS
INST_0131,100131,1,1,AODV,50,30,20,8,1,512,20.0,290.0,0.037,20.703,290.703,270.0,270.703,43200,17791,25409,41.18287,58.81713,2413.070399,227.001359,269.195155,44203,42562,1641,2.484571,19970,20.0,290.578,20.012949007,296.909924982,PASS
INST_0131,100131,1,1,DSDV,50,30,20,8,1,512,20.0,290.0,0.037,20.703,290.703,270.0,270.703,43200,16409,26791,37.983796,62.016204,1374.550099,164.517793,248.284149,3394,3394,0,0.206838,16444,20.0,290.578,20.008949872,297.357176506,PASS
INST_0131,100131,1,1,AOMDV,50,30,20,8,1,512,20.0,290.0,0.037,20.703,290.703,270.0,270.703,43200,17407,25793,40.293981,59.706019,2673.247261,198.696126,263.384861,42716,41781,935,2.453955,15938,20.0,290.578,20.018833413,296.325050574,PASS
INST_0132,100132,1,1,AODV,50,30,20,8,2,512,20.0,290.0,0.037,20.703,290.703,270.0,270.703,43200,19384,23816,44.87037,55.12963,2471.594598,247.757781,293.298796,50402,48584,1818,2.600186,17872,20.0,290.578,20.012730311,299.553903357,PASS
INST_0132,100132,1,1,DSDV,50,30,20,8,2,512,20.0,290.0,0.037,20.703,290.703,270.0,270.703,43200,20146,23054,46.634259,53.365741,1270.987781,159.93416,304.828598,3317,3317,0,0.164648,11962,20.0,290.578,20.009090971,297.191229913,PASS
INST_0132,100132,1,1,AOMDV,50,30,20,8,2,512,20.0,290.0,0.037,20.703,290.703,270.0,270.703,43200,19043,24157,44.081019,55.918981,3075.182088,228.346354,288.139134,35580,34488,1092,1.868403,12973,20.0,290.578,20.018550043,294.994741831,PASS
INST_0133,100133,1,1,AODV,50,30,20,8,3,512,20.0,290.0,0.037,20.703,290.703,270.0,270.703,43200,15758,27442,36.476852,63.523148,2857.66143,347.020917,238.433885,61985,59506,2479,3.933558,20522,20.0,290.578,20.055711572,293.722458122,PASS
INST_0133,100133,1,1,DSDV,50,30,20,8,3,512,20.0,290.0,0.037,20.703,290.703,270.0,270.703,43200,15661,27539,36.252315,63.747685,989.423485,215.379077,236.966181,3572,3572,0,0.228082,14234,20.0,290.578,20.055106186,295.583933617,PASS
INST_0133,100133,1,1,AOMDV,50,30,20,8,3,512,20.0,290.0,0.037,20.703,290.703,270.0,270.703,43200,15701,27499,36.344907,63.655093,3261.495832,303.729161,237.57142,37422,35982,1440,2.383415,14131,20.0,290.578,20.05963749,294.545395803,PASS
INST_0134,100134,1,1,AODV,50,30,20,8,4,512,20.0,290.0,0.037,20.703,290.703,270.0,270.703,43200,28533,14667,66.048611,33.951389,1015.962529,113.315547,431.732075,30872,29893,979,1.081975,12532,20.0,290.578,20.043906042,299.579546741,PASS
INST_0134,100134,1,1,DSDV,50,30,20,8,4,512,20.0,290.0,0.037,20.703,290.703,270.0,270.703,43200,26777,16423,61.983796,38.016204,705.473183,79.356174,405.162085,3172,3172,0,0.11846,8943,20.0,290.578,20.008767459,294.228005703,PASS
INST_0134,100134,1,1,AOMDV,50,30,20,8,4,512,20.0,290.0,0.037,20.703,290.703,270.0,270.703,43200,27716,15484,64.157407,35.842593,1492.32969,122.361961,419.37007,30863,30216,647,1.113545,9683,20.0,290.578,20.013643992,295.940080201,PASS
INST_0135,100135,1,1,AODV,50,30,20,8,5,512,20.0,290.0,0.037,20.703,290.703,270.0,270.703,43200,16610,26590,38.449074,61.550926,2631.260852,295.278663,251.325475,53730,51595,2135,3.234798,20458,20.0,290.578,20.213174663,299.234549155,PASS
INST_0135,100135,1,1,DSDV,50,30,20,8,5,512,20.0,290.0,0.037,20.703,290.703,270.0,270.703,43200,15801,27399,36.576389,63.423611,1249.502245,232.598324,239.084517,3680,3680,0,0.232897,14788,20.0,290.578,20.129105693,298.954582138,PASS
INST_0135,100135,1,1,AOMDV,50,30,20,8,5,512,20.0,290.0,0.037,20.703,290.703,270.0,270.703,43200,15116,28084,34.990741,65.009259,3167.042313,283.729739,228.7198,43824,42501,1323,2.89918,15502,20.0,290.578,20.082825467,296.229732646,PASS
INST_0136,100136,1,1,AODV,50,30,25,2,1,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,13500,10504,2996,77.807407,22.192593,292.403431,111.350987,158.827205,33289,31623,1666,3.169174,2784,20.0,290.388,20.016782782,293.203320504,PASS
INST_0136,100136,1,1,DSDV,50,30,25,2,1,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,13500,7325,6175,54.259259,45.740741,82.128047,82.923293,110.75869,3325,3325,0,0.453925,5911,20.0,290.388,20.009369872,290.411863893,PASS
INST_0136,100136,1,1,AOMDV,50,30,25,2,1,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,13500,9225,4275,68.333333,31.666667,65.662533,37.688197,139.487906,41689,40788,901,4.519133,4248,20.0,290.388,20.038268858,290.417921677,PASS
INST_0137,100137,1,1,AODV,50,30,25,2,2,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,13500,12080,1420,89.481481,10.518519,189.401603,101.991995,182.657334,40634,38589,2045,3.363742,1340,20.0,290.388,20.012990248,295.108656238,PASS
INST_0137,100137,1,1,DSDV,50,30,25,2,2,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,13500,8456,5044,62.637037,37.362963,74.214114,66.672304,127.860134,3238,3238,0,0.382923,4768,20.0,290.388,20.009110971,290.405441618,PASS
INST_0137,100137,1,1,AOMDV,50,30,25,2,2,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,13500,10304,3196,76.325926,23.674074,44.411099,27.7727,155.803077,29362,28412,950,2.849573,3176,20.0,290.388,20.014473759,293.11554816,PASS
INST_0138,100138,1,1,AODV,50,30,25,2,3,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,13500,12486,1014,92.488889,7.511111,120.281596,86.405853,188.796314,44416,41985,2431,3.557264,969,20.0,290.388,20.104114921,293.062244877,PASS
INST_0138,100138,1,1,DSDV,50,30,25,2,3,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,13500,8064,5436,59.733333,40.266667,67.229705,80.277417,121.932843,3324,3324,0,0.412202,5164,20.0,290.388,20.055186186,290.394058314,PASS
INST_0138,100138,1,1,AOMDV,50,30,25,2,3,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,13500,10562,2938,78.237037,21.762963,42.467048,26.66624,159.704202,27029,26009,1020,2.55908,2921,20.0,290.388,20.142242418,290.393778314,PASS
INST_0139,100139,1,1,AODV,50,30,25,2,4,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,13500,11905,1595,88.185185,11.814815,416.969449,94.745911,180.011222,31448,29907,1541,2.641579,1561,20.0,290.388,20.043973434,298.838833893,PASS
INST_0139,100139,1,1,DSDV,50,30,25,2,4,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,13500,8702,4798,64.459259,35.540741,24.241495,23.374288,131.579812,3013,3013,0,0.346242,4459,20.0,290.388,20.009027459,290.408931068,PASS
INST_0139,100139,1,1,AOMDV,50,30,25,2,4,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,13500,10554,2946,78.177778,21.822222,60.556372,57.688176,159.583237,34884,34104,780,3.305287,2914,20.0,290.388,20.085037094,290.509936482,PASS
INST_0140,100140,1,1,AODV,50,30,25,2,5,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,13500,10255,3245,75.962963,24.037037,649.824835,263.296466,155.062166,61989,58666,3323,6.044759,3140,20.0,290.388,20.062070009,295.144372076,PASS
INST_0140,100140,1,1,DSDV,50,30,25,2,5,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,13500,7043,6457,52.17037,47.82963,99.760358,82.477599,106.494669,3243,3243,0,0.460457,6071,20.0,290.388,20.128146263,290.386844516,PASS
INST_0140,100140,1,1,AOMDV,50,30,25,2,5,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,13500,9411,4089,69.711111,30.288889,147.969996,81.191775,142.300346,37907,36619,1288,4.027946,4034,20.0,290.388,20.385510464,290.457212754,PASS
INST_0141,100141,1,1,AODV,50,30,25,4,1,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,27000,15225,11775,56.388889,43.611111,1370.74513,271.299913,230.211748,47407,45454,1953,3.11376,10795,20.0,290.638,20.041596191,295.338948029,PASS
INST_0141,100141,1,1,DSDV,50,30,25,4,1,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,27000,12860,14140,47.62963,52.37037,495.576453,122.754013,194.451434,3327,3327,0,0.258709,12071,20.0,290.638,20.008889872,294.636810346,PASS
INST_0141,100141,1,1,AOMDV,50,30,25,4,1,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,27000,14640,12360,54.222222,45.777778,1126.712749,177.245495,221.366173,45942,44905,1037,3.138115,10411,20.0,290.638,20.053512917,294.00580013,PASS
INST_0142,100142,1,1,AODV,50,30,25,4,2,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,27000,16582,10418,61.414815,38.585185,1450.577624,286.821592,250.730457,60181,57702,2479,3.629297,9194,20.0,290.638,20.016815627,296.924047569,PASS
INST_0142,100142,1,1,DSDV,50,30,25,4,2,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,27000,15073,11927,55.825926,44.174074,416.155602,151.817504,227.913411,3120,3120,0,0.206993,10381,20.0,290.638,20.008210971,293.283515057,PASS
INST_0142,100142,1,1,AOMDV,50,30,25,4,2,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,27000,16038,10962,59.4,40.6,1717.104428,248.737856,242.504829,36810,35613,1197,2.295174,8165,20.0,290.638,20.013630956,293.100335686,PASS
INST_0143,100143,1,1,AODV,50,30,25,4,3,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,27000,15256,11744,56.503704,43.496296,1587.168597,389.019,230.680488,74507,71213,3294,4.883783,10243,20.0,290.638,20.169257151,292.996036492,PASS
INST_0143,100143,1,1,DSDV,50,30,25,4,3,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,27000,13281,13719,49.188889,50.811111,652.120071,186.217338,200.817223,3698,3698,0,0.278443,10976,20.0,290.638,20.054966186,294.148311792,PASS
INST_0143,100143,1,1,AOMDV,50,30,25,4,3,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,27000,15669,11331,58.033333,41.966667,1397.519426,297.495261,236.925312,35550,34020,1530,2.268811,8997,20.0,290.638,20.132161193,291.979649276,PASS
INST_0144,100144,1,1,AODV,50,30,25,4,4,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,27000,19376,7624,71.762963,28.237037,963.826779,177.404297,292.977526,43765,41961,1804,2.258722,7161,20.0,290.638,20.01275004,299.212200693,PASS
INST_0144,100144,1,1,DSDV,50,30,25,4,4,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,27000,16832,10168,62.340741,37.659259,93.21644,36.146287,254.510617,3275,3275,0,0.19457,9277,20.0,290.638,20.009087459,292.977091121,PASS
INST_0144,100144,1,1,AOMDV,50,30,25,4,4,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,27000,18531,8469,68.633333,31.366667,635.946961,132.995658,280.200585,36950,36083,867,1.993956,7194,20.0,290.638,20.09557038,292.503616901,PASS
INST_0145,100145,1,1,AODV,50,30,25,4,5,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,27000,13875,13125,51.388889,48.611111,1989.824635,375.79425,209.798884,64915,62145,2770,4.678559,10479,20.0,290.638,20.334570746,298.30086225,PASS
INST_0145,100145,1,1,DSDV,50,30,25,4,5,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,27000,12892,14108,47.748148,52.251852,527.331305,167.759318,194.935294,3455,3455,0,0.267996,11440,20.0,290.638,20.34203165,294.366149424,PASS
INST_0145,100145,1,1,AOMDV,50,30,25,4,5,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,27000,13855,13145,51.314815,48.685185,1650.727452,286.553812,209.496471,45779,44182,1597,3.30415,10177,20.0,290.638,20.129213367,293.985609233,PASS
INST_0146,100146,1,1,AODV,50,30,25,8,1,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,54000,19572,34428,36.244444,63.755556,2480.73059,243.329213,295.941171,47992,46460,1532,2.452074,25465,20.0,290.763,20.034772026,298.758009008,PASS
INST_0146,100146,1,1,DSDV,50,30,25,8,1,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,54000,18604,35396,34.451852,65.548148,1794.328344,251.705969,281.304391,3538,3538,0,0.190174,18951,20.0,290.763,20.009149872,299.884128964,PASS
INST_0146,100146,1,1,AOMDV,50,30,25,8,1,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,54000,18269,35731,33.831481,66.168519,2995.607753,257.308605,276.238977,53376,52230,1146,2.921671,20701,20.0,290.763,20.018266337,297.097706191,PASS
INST_0147,100147,1,1,AODV,50,30,25,8,2,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,54000,21020,32980,38.925926,61.074074,2575.201286,248.938025,317.835858,51516,49851,1665,2.450809,22868,20.0,290.763,20.01261595,297.614544608,PASS
INST_0147,100147,1,1,DSDV,50,30,25,8,2,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,54000,20408,33592,37.792593,62.207407,2100.553541,207.309612,308.582027,3108,3108,0,0.152293,15656,20.0,290.763,20.008510971,295.01337512,PASS
INST_0147,100147,1,1,AOMDV,50,30,25,8,2,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,54000,18078,35922,33.477778,66.522222,4115.37378,340.642763,273.350935,44409,43126,1283,2.456522,15844,20.0,290.763,20.019061651,295.127432478,PASS
INST_0148,100148,1,1,AODV,50,30,25,8,3,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,54000,16552,37448,30.651852,69.348148,3238.828069,394.080055,250.276838,64878,62493,2385,3.919647,25278,20.0,290.763,20.089928982,296.05414797,PASS
INST_0148,100148,1,1,DSDV,50,30,25,8,3,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,54000,18564,35436,34.377778,65.622222,1678.905632,242.383963,280.699566,3908,3908,0,0.210515,15782,20.0,290.763,20.054826186,297.007217793,PASS
INST_0148,100148,1,1,AOMDV,50,30,25,8,3,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,54000,16582,37418,30.707407,69.292593,3814.423483,322.478862,250.730457,45899,44275,1624,2.768001,17386,20.0,290.763,20.056252601,295.968333445,PASS
INST_0149,100149,1,1,AODV,50,30,25,8,4,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,54000,25572,28428,47.355556,52.644444,2154.106144,181.883188,386.665013,37965,36840,1125,1.484632,21350,20.0,290.763,20.037462953,298.477284998,PASS
INST_0149,100149,1,1,DSDV,50,30,25,8,4,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,54000,27301,26699,50.557407,49.442593,1157.955348,116.428584,412.8086,3621,3621,0,0.132633,13296,20.0,290.763,20.008687459,299.240115883,PASS
INST_0149,100149,1,1,AOMDV,50,30,25,8,4,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,54000,24419,29581,45.22037,54.77963,2629.960771,200.718951,369.230915,45237,44097,1140,1.852533,15821,20.0,290.763,20.039840269,296.533103637,PASS
INST_0150,100150,1,1,AODV,50,30,25,8,5,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,54000,17772,36228,32.911111,67.088889,3160.808435,299.664953,268.724019,56298,54330,1968,3.167792,26467,20.0,290.763,20.383331788,299.261912862,PASS
INST_0150,100150,1,1,DSDV,50,30,25,8,5,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,54000,17016,36984,31.511111,68.488889,1939.76587,289.482316,257.292815,3471,3471,0,0.203984,16702,20.0,290.763,20.34109165,299.870491565,PASS
INST_0150,100150,1,1,AOMDV,50,30,25,8,5,512,20.0,290.0,0.037,20.888,290.888,270.0,270.888,54000,15275,38725,28.287037,71.712963,4072.791945,325.15675,230.96778,54075,52330,1745,3.540098,19716,20.0,290.763,20.06735624,296.716007258,PASS
INST_0151,100151,1,1,AODV,50,40,5,2,1,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,2700,2376,324,88.0,12.0,270.875359,58.630655,36.025053,6874,6589,285,2.893098,321,20.0,289.648,20.016648281,289.665919802,PASS
INST_0151,100151,1,1,DSDV,50,40,5,2,1,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,2700,1468,1232,54.37037,45.62963,236.169949,304.036141,22.257903,3502,3502,0,2.385559,1144,20.0,289.648,20.008669318,289.66624055,PASS
INST_0151,100151,1,1,AOMDV,50,40,5,2,1,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,2700,1811,889,67.074074,32.925926,147.756843,262.113314,27.458489,17611,17395,216,9.724462,859,20.0,289.648,20.020755517,289.616997106,PASS
INST_0152,100152,1,1,AODV,50,40,5,2,2,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,2700,2511,189,93.0,7.0,164.846511,46.804407,38.071931,7133,6781,352,2.840701,177,20.0,289.648,20.012217642,289.665402244,PASS
INST_0152,100152,1,1,DSDV,50,40,5,2,2,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,2700,1549,1151,57.37037,42.62963,10.318526,1.254796,23.48603,3306,3306,0,2.13428,1032,20.0,289.648,20.008771227,289.622833474,PASS
INST_0152,100152,1,1,AOMDV,50,40,5,2,2,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,2700,1991,709,73.740741,26.259259,24.322079,10.873602,30.18766,17794,17532,262,8.937217,708,20.0,289.648,20.013419311,289.660380738,PASS
INST_0153,100153,1,1,AODV,50,40,5,2,3,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,2700,2558,142,94.740741,5.259259,177.488396,48.384605,38.784548,8713,8262,451,3.406177,131,20.0,289.648,20.01469143,289.659279281,PASS
INST_0153,100153,1,1,DSDV,50,40,5,2,3,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,2700,1456,1244,53.925926,46.074074,115.654902,207.957887,22.075958,3389,3389,0,2.32761,1110,20.0,289.648,20.054385272,289.660359485,PASS
INST_0153,100153,1,1,AOMDV,50,40,5,2,3,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,2700,1876,824,69.481481,30.518519,220.425766,401.995795,28.444023,18598,18201,397,9.913646,802,20.0,289.648,20.040295226,289.659439554,PASS
INST_0154,100154,1,1,AODV,50,40,5,2,4,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,2700,2680,20,99.259259,0.740741,12.574933,3.437929,40.634319,1545,1498,47,0.576493,20,20.0,289.648,20.039262281,289.665558874,PASS
INST_0154,100154,1,1,DSDV,50,40,5,2,4,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,2700,2478,222,91.777778,8.222222,6.887163,0.728196,37.571583,3401,3401,0,1.372478,167,20.0,289.648,20.009647368,289.659418675,PASS
INST_0154,100154,1,1,AOMDV,50,40,5,2,4,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,2700,2564,136,94.962963,5.037037,66.022301,118.59096,38.87552,14712,14635,77,5.73791,133,20.0,289.648,20.048413026,289.659338873,PASS
INST_0155,100155,1,1,AODV,50,40,5,2,5,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,2700,2383,317,88.259259,11.740741,154.277871,44.479097,36.131187,6549,6351,198,2.748217,311,20.0,289.648,20.079138608,298.573506847,PASS
INST_0155,100155,1,1,DSDV,50,40,5,2,5,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,2700,1615,1085,59.814815,40.185185,9.686769,1.807045,24.486726,3683,3683,0,2.280495,942,20.0,289.648,20.045752439,289.586219659,PASS
INST_0155,100155,1,1,AOMDV,50,40,5,2,5,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,2700,2036,664,75.407407,24.592593,24.151129,10.633489,30.869953,19484,19297,187,9.569745,654,20.0,289.648,20.094727257,289.586546636,PASS
INST_0156,100156,1,1,AODV,50,40,5,4,1,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,5400,4802,598,88.925926,11.074074,227.93846,27.763473,72.808209,7765,7428,337,1.617035,600,20.0,289.898,20.016877733,289.915300809,PASS
INST_0156,100156,1,1,DSDV,50,40,5,4,1,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,5400,2869,2531,53.12963,46.87037,10.934401,1.448093,43.499948,3499,3499,0,1.219589,2350,20.0,289.898,20.009249318,289.909940733,PASS
INST_0156,100156,1,1,AOMDV,50,40,5,4,1,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,5400,3574,1826,66.185185,33.814815,24.306477,19.108923,54.1892,17814,17548,266,4.984331,1803,20.0,289.898,20.135103436,289.923618811,PASS
INST_0157,100157,1,1,AODV,50,40,5,4,2,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,5400,5033,367,93.203704,6.796296,253.290802,32.224845,76.310645,8032,7637,395,1.595867,365,20.0,289.898,20.073881692,289.928121123,PASS
INST_0157,100157,1,1,DSDV,50,40,5,4,2,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,5400,3018,2382,55.888889,44.111111,36.826731,53.952275,45.759095,3157,3157,0,1.046057,2010,20.0,289.898,20.008891227,289.915680667,PASS
INST_0157,100157,1,1,AOMDV,50,40,5,4,2,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,5400,4029,1371,74.611111,25.388889,20.194078,5.879004,61.087937,17906,17671,235,4.444279,1355,20.0,289.898,20.012820021,289.909520703,PASS
INST_0158,100158,1,1,AODV,50,40,5,4,3,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,5400,5122,278,94.851852,5.148148,182.245974,25.880247,77.660068,8599,8142,457,1.678836,270,20.0,289.898,20.047428736,289.921822101,PASS
INST_0158,100158,1,1,DSDV,50,40,5,4,3,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,5400,2691,2709,49.833333,50.166667,22.312931,12.158001,40.801102,3676,3676,0,1.366035,2340,20.0,289.898,20.054805271,289.910420734,PASS
INST_0158,100158,1,1,AOMDV,50,40,5,4,3,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,5400,3598,1802,66.62963,33.37037,32.754321,10.033533,54.553089,18241,17888,353,5.069761,1800,20.0,289.898,20.047334499,289.910836317,PASS
INST_0159,100159,1,1,AODV,50,40,5,4,4,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,5400,5377,23,99.574074,0.425926,11.49668,2.175916,81.526393,1646,1594,52,0.306119,23,20.0,289.898,20.039324171,289.909938835,PASS
INST_0159,100159,1,1,DSDV,50,40,5,4,4,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,5400,4956,444,91.777778,8.222222,6.812398,0.518402,75.143166,3675,3675,0,0.741525,397,20.0,289.898,20.009087368,289.866937132,PASS
INST_0159,100159,1,1,AOMDV,50,40,5,4,4,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,5400,5049,351,93.5,6.5,7.47188,0.956239,76.553237,14860,14775,85,2.943157,350,20.0,289.898,20.041909493,289.909778835,PASS
INST_0160,100160,1,1,AODV,50,40,5,4,5,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,5400,4895,505,90.648148,9.351852,250.649579,34.6478,74.21828,8509,8225,284,1.738304,504,20.0,289.898,20.170510685,294.031706722,PASS
INST_0160,100160,1,1,DSDV,50,40,5,4,5,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,5400,3317,2083,61.425926,38.574074,64.244523,58.796098,50.292551,3507,3507,0,1.057281,1908,20.0,289.898,20.045532439,289.835679643,PASS
INST_0160,100160,1,1,AOMDV,50,40,5,4,5,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,5400,4071,1329,75.388889,24.611111,13.743649,4.782256,61.724743,19630,19478,152,4.821911,1323,20.0,289.898,20.30994305,289.835579643,PASS
INST_0161,100161,1,1,AODV,50,40,5,8,1,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,10800,8978,1822,83.12963,16.87037,300.376343,40.706193,136.124969,12176,11508,668,1.356204,1752,20.0,290.023,20.035214586,290.040800729,PASS
INST_0161,100161,1,1,DSDV,50,40,5,8,1,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,10800,5839,4961,54.064815,45.935185,11.615271,2.127398,88.531264,3611,3611,0,0.618428,4541,20.0,290.023,20.008909318,290.040920497,PASS
INST_0161,100161,1,1,AOMDV,50,40,5,8,1,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,10800,7215,3585,66.805556,33.194444,33.768217,7.45215,109.394258,18020,17765,255,2.497574,3519,20.0,290.023,20.020390371,290.041299731,PASS
INST_0162,100162,1,1,AODV,50,40,5,8,2,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,10800,9587,1213,88.768519,11.231481,154.184651,33.944033,145.358663,11431,10831,600,1.192344,1166,20.0,290.023,20.015273436,290.052642168,PASS
INST_0162,100162,1,1,DSDV,50,40,5,8,2,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,10800,6305,4495,58.37963,41.62037,12.521739,2.55771,95.596784,3362,3362,0,0.533228,3781,20.0,290.023,20.008651227,290.034340609,PASS
INST_0162,100162,1,1,AOMDV,50,40,5,8,2,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,10800,7693,3107,71.231481,28.768519,34.511123,9.057977,116.641722,17863,17625,238,2.321981,3082,20.0,290.023,20.01341786,290.040800938,PASS
INST_0163,100163,1,1,AODV,50,40,5,8,3,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,10800,10229,571,94.712963,5.287037,99.639797,20.2824,155.092705,12590,11836,754,1.230814,552,20.0,290.023,20.01347908,290.034400752,PASS
INST_0163,100163,1,1,DSDV,50,40,5,8,3,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,10800,5357,5443,49.601852,50.398148,21.886062,10.366798,81.223152,3483,3483,0,0.650177,4866,20.0,290.023,20.018006395,290.035079238,PASS
INST_0163,100163,1,1,AOMDV,50,40,5,8,3,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,10800,7303,3497,67.62037,32.37963,59.798223,38.364487,110.728519,18735,18367,368,2.565384,3484,20.0,290.023,20.014156007,290.034819233,PASS
INST_0164,100164,1,1,AODV,50,40,5,8,4,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,10800,10785,15,99.861111,0.138889,9.349039,0.584768,163.52281,1075,1032,43,0.099675,14,20.0,290.023,20.043279417,290.041078816,PASS
INST_0164,100164,1,1,DSDV,50,40,5,8,4,512,20.0,290.0,0.037,20.148,290.148,270.0,270.148,10800,10095,705,93.472222,6.527778,7.064613,0.645883,153.060989,3806,3806,0,0.377018,698,20.0,290.023,20.008507368,290.034478469,PASS
